Rank,Team,Conf,Div,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Year
1,Boston Celtics,E,A,67,15,0.8170000000000001,9.41,112.4,103.16,9.24,9.06,112.54,103.67,8.87,1986
2,Milwaukee Bucks,E,C,57,25,0.695,9.04,112.05,103.09,8.95,8.69,112.17,103.58,8.59,1986
3,Los Angeles Lakers,W,P,62,20,0.7559999999999999,7.74,113.69,106.38,7.32,6.84,113.18,106.72,6.47,1986
4,Atlanta Hawks,E,C,50,32,0.61,2.37,108.43,106.06,2.36,2.59,108.76,106.19,2.57,1986
5,Philadelphia 76ers,E,A,54,28,0.659,2.35,109.01,106.81,2.21,2.47,109.38,107.07,2.3,1986
6,Houston Rockets,W,M,51,31,0.622,2.61,110.42,107.9,2.53,2.11,110.06,108.01,2.05,1986
7,Detroit Pistons,E,C,46,36,0.561,1.17,109.46,108.24,1.22,1.44,109.92,108.45,1.47,1986
8,Dallas Mavericks,W,M,44,38,0.537,1.1,112.55,111.3,1.25,0.7,112.45,111.59,0.86,1986
9,Denver Nuggets,W,M,47,35,0.573,1.3,107.64,106.53,1.11,0.89,107.16,106.43,0.73,1986
10,Portland Trail Blazers,W,P,40,42,0.488,1.06,109.44,108.39,1.05,0.61,109.06,108.43,0.63,1986
11,Seattle SuperSonics,W,P,31,51,0.37799999999999995,-0.1,106.24,106.41,-0.18,-0.47,105.69,106.21,-0.52,1986
12,Utah Jazz,W,M,42,40,0.512,-0.37,104.62,105.01,-0.39,-0.67,104.01,104.68,-0.66,1986
13,New Jersey Nets,E,A,39,43,0.47600000000000003,-1.99,105.46,107.28,-1.82,-1.39,105.94,107.21,-1.26,1986
14,Washington Bullets,E,A,39,43,0.47600000000000003,-1.8,103.35,105.25,-1.9,-1.28,103.68,105.07,-1.39,1986
15,San Antonio Spurs,W,M,35,47,0.42700000000000005,-1.85,106.99,108.8,-1.8,-2.05,106.68,108.66,-1.98,1986
16,Cleveland Cavaliers,E,C,29,53,0.354,-2.87,105.87,108.69,-2.82,-2.19,106.37,108.53,-2.17,1986
17,Indiana Pacers,E,C,26,56,0.317,-3.33,103.07,106.3,-3.23,-2.66,103.43,106.03,-2.59,1986
18,Phoenix Suns,W,P,32,50,0.39,-2.99,104.82,107.47,-2.65,-3.16,104.34,107.16,-2.82,1986
19,Sacramento Kings,W,M,37,45,0.451,-3.07,106.57,109.54,-2.97,-3.19,106.31,109.38,-3.07,1986
20,Chicago Bulls,E,C,30,52,0.366,-3.8,109.12,112.89,-3.77,-3.12,109.95,113.06,-3.11,1986
21,Golden State Warriors,W,P,30,52,0.366,-3.45,108.81,112.07,-3.26,-3.59,108.69,112.08,-3.39,1986
22,New York Knicks,E,A,23,59,0.28,-5.61,100.2,106.05,-5.85,-4.82,100.54,105.62,-5.07,1986
23,Los Angeles Clippers,W,P,32,50,0.39,-6.93,105.83,112.43,-6.61,-6.83,105.72,112.23,-6.51,1986
1,Los Angeles Lakers,W,P,65,17,0.7929999999999999,9.3,115.88,107.07,8.82,8.32,115.32,107.46,7.86,1987
2,Atlanta Hawks,E,C,57,25,0.695,7.23,112.99,105.73,7.26,7.19,113.29,106.06,7.23,1987
3,Boston Celtics,E,A,59,23,0.72,6.65,113.73,107.13,6.6,6.58,114.06,107.53,6.54,1987
4,Dallas Mavericks,W,M,55,27,0.6709999999999999,6.3,115.32,109.11,6.21,5.55,115.02,109.56,5.46,1987
5,Milwaukee Bucks,E,C,50,32,0.61,3.91,109.92,106.06,3.86,4.04,110.2,106.2,4.0,1987
6,Detroit Pistons,E,C,52,30,0.634,3.44,109.45,106.07,3.38,3.52,109.75,106.28,3.47,1987
7,Portland Trail Blazers,W,P,49,33,0.598,3.13,111.88,108.82,3.06,2.57,111.42,108.93,2.5,1987
8,Chicago Bulls,E,C,40,42,0.488,0.89,108.95,108.04,0.92,1.27,109.39,108.09,1.3,1987
9,Houston Rockets,W,M,42,40,0.512,1.0,107.03,105.99,1.05,0.6,106.46,105.82,0.64,1987
10,Philadelphia 76ers,E,A,45,37,0.5489999999999999,-0.2,108.94,109.05,-0.12,0.12,109.39,109.19,0.2,1987
11,Seattle SuperSonics,W,P,39,43,0.47600000000000003,0.46,111.15,110.68,0.47,0.08,110.83,110.74,0.08,1987
12,Utah Jazz,W,M,44,38,0.537,0.4,104.36,104.08,0.28,0.05,103.62,103.7,-0.07,1987
13,Indiana Pacers,E,C,41,41,0.5,-0.65,106.45,107.16,-0.71,-0.17,106.83,107.05,-0.22,1987
14,Washington Bullets,E,A,42,40,0.512,-1.37,105.96,107.38,-1.42,-1.01,106.27,107.33,-1.05,1987
15,Denver Nuggets,W,M,37,45,0.451,-0.87,109.57,110.48,-0.91,-1.14,109.34,110.52,-1.18,1987
16,Golden State Warriors,W,P,42,40,0.512,-2.34,109.27,111.58,-2.31,-2.53,109.0,111.51,-2.5,1987
17,Phoenix Suns,W,P,36,46,0.439,-2.44,108.45,110.78,-2.33,-2.62,108.12,110.64,-2.53,1987
18,Cleveland Cavaliers,E,C,31,51,0.37799999999999995,-3.82,103.06,106.7,-3.64,-3.18,103.38,106.39,-3.01,1987
19,Sacramento Kings,W,M,29,53,0.354,-3.22,109.12,112.39,-3.27,-3.33,109.02,112.4,-3.38,1987
20,New Jersey Nets,E,A,24,58,0.293,-5.05,105.81,110.9,-5.08,-4.41,106.41,110.85,-4.44,1987
21,San Antonio Spurs,W,M,28,54,0.341,-5.1,106.23,111.1,-4.87,-5.08,106.02,110.89,-4.87,1987
22,New York Knicks,E,A,24,58,0.293,-6.27,105.2,111.39,-6.19,-5.42,105.81,111.14,-5.33,1987
23,Los Angeles Clippers,W,P,12,70,0.146,-11.43,101.8,112.87,-11.07,-11.0,101.59,112.26,-10.67,1987
1,Boston Celtics,E,A,57,25,0.695,5.94,115.79,109.79,6.0,6.15,116.3,110.07,6.23,1988
2,Detroit Pistons,E,C,54,28,0.659,5.17,110.74,105.47,5.27,5.46,110.95,105.38,5.58,1988
3,Los Angeles Lakers,W,P,62,20,0.7559999999999999,5.84,113.37,107.59,5.78,4.81,112.94,108.2,4.74,1988
4,Atlanta Hawks,E,C,50,32,0.61,3.6,111.74,108.07,3.67,4.02,112.11,108.0,4.11,1988
5,Chicago Bulls,E,C,50,32,0.61,3.4,109.42,105.84,3.58,3.76,109.61,105.67,3.94,1988
6,Dallas Mavericks,W,M,53,29,0.6459999999999999,4.37,112.65,108.29,4.37,3.59,112.35,108.77,3.57,1988
7,Portland Trail Blazers,W,P,53,29,0.6459999999999999,4.52,112.06,107.84,4.22,3.59,111.64,108.36,3.28,1988
8,Denver Nuggets,W,M,54,28,0.659,4.07,110.37,106.64,3.74,3.32,109.93,106.95,2.98,1988
9,Utah Jazz,W,M,47,35,0.573,3.68,107.25,103.73,3.52,2.96,106.58,103.79,2.78,1988
10,Cleveland Cavaliers,E,C,42,40,0.512,0.76,107.39,106.59,0.8,1.28,107.7,106.37,1.33,1988
11,Seattle SuperSonics,W,P,44,38,0.537,2.06,110.73,108.72,2.01,1.29,110.37,109.15,1.22,1988
12,Milwaukee Bucks,E,C,42,40,0.512,0.54,108.4,108.03,0.38,1.21,108.77,107.68,1.08,1988
13,Houston Rockets,W,M,46,36,0.561,1.39,107.41,106.13,1.28,0.82,106.91,106.21,0.7,1988
14,New York Knicks,E,A,38,44,0.46299999999999997,-0.49,106.35,106.85,-0.5,0.14,106.58,106.43,0.15,1988
15,Washington Bullets,E,A,38,44,0.46299999999999997,-0.77,106.89,107.63,-0.75,-0.16,107.18,107.3,-0.12,1988
16,Indiana Pacers,E,C,38,44,0.46299999999999997,-0.79,107.06,107.96,-0.89,-0.18,107.43,107.68,-0.25,1988
17,Philadelphia 76ers,E,A,36,46,0.439,-1.44,109.15,110.63,-1.47,-0.79,109.66,110.46,-0.8,1988
18,Phoenix Suns,W,P,28,54,0.341,-4.48,107.41,111.75,-4.34,-4.8,107.25,111.94,-4.69,1988
19,San Antonio Spurs,W,M,31,51,0.37799999999999995,-4.88,108.61,113.13,-4.52,-5.02,108.63,113.34,-4.71,1988
20,Sacramento Kings,W,M,24,58,0.293,-5.76,106.92,112.69,-5.77,-5.84,106.9,112.77,-5.87,1988
21,New Jersey Nets,E,A,19,63,0.23199999999999998,-8.11,102.01,110.02,-8.01,-6.98,102.48,109.36,-6.87,1988
22,Golden State Warriors,W,P,20,62,0.244,-8.32,105.11,113.27,-8.16,-8.38,105.05,113.3,-8.25,1988
23,Los Angeles Clippers,W,P,17,65,0.207,-10.32,97.78,107.96,-10.18,-10.24,97.29,107.43,-10.14,1988
1,Cleveland Cavaliers,E,C,57,25,0.695,7.6,111.06,103.49,7.58,7.95,110.84,102.9,7.95,1989
2,Phoenix Suns,W,P,55,27,0.6709999999999999,7.7,113.49,106.04,7.46,6.84,113.31,106.7,6.61,1989
3,Detroit Pistons,E,C,63,19,0.768,5.8,111.19,105.05,6.13,6.24,111.1,104.54,6.57,1989
4,Los Angeles Lakers,W,P,57,25,0.695,7.17,114.33,107.36,6.97,6.38,114.22,108.03,6.19,1989
5,Atlanta Hawks,E,C,52,30,0.634,4.91,112.63,107.75,4.87,5.26,112.76,107.52,5.24,1989
6,Utah Jazz,W,M,51,31,0.622,5.02,107.09,102.09,5.0,4.02,106.78,102.81,3.97,1989
7,Milwaukee Bucks,E,C,49,33,0.598,3.61,110.6,107.23,3.37,4.11,110.72,106.81,3.91,1989
8,New York Knicks,E,A,52,30,0.634,3.77,111.6,108.04,3.56,3.63,111.33,107.88,3.45,1989
9,Seattle SuperSonics,W,P,47,35,0.573,2.9,111.92,109.05,2.87,2.44,111.93,109.53,2.4,1989
10,Chicago Bulls,E,C,47,35,0.573,1.44,109.57,108.16,1.4,2.13,109.71,107.61,2.11,1989
11,Philadelphia 76ers,E,A,46,36,0.561,1.5,113.49,112.02,1.47,1.68,113.65,111.97,1.68,1989
12,Boston Celtics,E,A,42,40,0.512,1.16,111.31,110.04,1.27,1.26,111.24,109.86,1.38,1989
13,Portland Trail Blazers,W,P,39,43,0.47600000000000003,1.46,109.67,108.23,1.44,0.92,109.59,108.7,0.89,1989
14,Denver Nuggets,W,M,44,38,0.537,1.7,108.99,107.56,1.43,0.91,109.09,108.45,0.65,1989
15,Houston Rockets,W,M,45,37,0.5489999999999999,0.95,106.12,105.36,0.77,0.22,106.05,106.02,0.03,1989
16,Golden State Warriors,W,P,43,39,0.524,-0.3,107.52,107.86,-0.34,-0.59,107.43,108.06,-0.63,1989
17,Washington Bullets,E,A,40,42,0.488,-2.16,106.93,108.93,-2.0,-1.77,106.78,108.38,-1.6,1989
18,Dallas Mavericks,W,M,38,44,0.46299999999999997,-1.21,107.78,109.12,-1.35,-1.79,107.99,109.93,-1.94,1989
19,Indiana Pacers,E,C,28,54,0.341,-4.17,107.27,111.32,-4.05,-2.99,107.66,110.53,-2.87,1989
20,Sacramento Kings,W,P,27,55,0.32899999999999996,-5.55,104.75,110.32,-5.57,-5.35,104.82,110.2,-5.39,1989
21,New Jersey Nets,E,A,26,56,0.317,-6.35,103.43,109.75,-6.32,-5.69,103.28,108.93,-5.65,1989
22,San Antonio Spurs,W,M,21,61,0.256,-7.28,101.36,108.34,-6.98,-7.45,101.49,108.68,-7.19,1989
23,Charlotte Hornets,E,A,20,62,0.244,-8.52,104.08,112.54,-8.45,-7.74,104.13,111.79,-7.65,1989
24,Los Angeles Clippers,W,P,21,61,0.256,-9.91,101.25,110.56,-9.31,-9.5,101.35,110.29,-8.94,1989
25,Miami Heat,W,M,15,67,0.183,-11.23,98.4,109.64,-11.24,-11.13,98.61,109.76,-11.16,1989
1,Los Angeles Lakers,W,P,63,19,0.768,6.78,114.94,107.83,7.11,6.74,115.19,108.16,7.03,1990
2,Phoenix Suns,W,P,54,28,0.659,7.1,113.45,106.59,6.86,7.09,113.6,106.76,6.84,1990
3,Portland Trail Blazers,W,P,59,23,0.72,6.32,110.98,104.75,6.22,6.48,111.09,104.72,6.37,1990
4,Detroit Pistons,E,C,59,23,0.72,6.09,110.45,104.06,6.39,5.41,109.77,104.04,5.72,1990
5,Utah Jazz,W,M,55,27,0.6709999999999999,4.79,110.97,106.06,4.91,4.82,111.23,106.32,4.91,1990
6,Philadelphia 76ers,E,A,53,29,0.6459999999999999,4.99,114.1,109.1,4.99,4.23,113.8,109.55,4.25,1990
7,San Antonio Spurs,W,M,56,26,0.6829999999999999,3.49,108.3,104.75,3.54,3.58,108.42,104.81,3.61,1990
8,Boston Celtics,E,A,52,30,0.634,3.99,112.19,108.25,3.94,3.23,111.86,108.66,3.2,1990
9,Chicago Bulls,E,C,55,27,0.6709999999999999,3.26,113.07,109.66,3.41,2.74,112.75,109.83,2.91,1990
10,Houston Rockets,W,M,41,41,0.5,1.46,105.31,104.02,1.29,1.7,105.41,103.89,1.52,1990
11,Denver Nuggets,W,M,43,39,0.524,1.41,108.36,107.0,1.37,1.56,108.63,107.14,1.49,1990
12,Seattle SuperSonics,W,P,41,41,0.5,1.04,111.55,110.5,1.05,1.4,111.97,110.58,1.39,1990
13,New York Knicks,E,A,45,37,0.5489999999999999,1.41,109.97,108.7,1.27,0.78,109.65,108.99,0.66,1990
14,Atlanta Hawks,E,C,41,41,0.5,1.02,113.52,112.7,0.82,0.64,113.38,112.91,0.47,1990
15,Dallas Mavericks,W,M,47,35,0.573,0.07,107.85,107.76,0.09,0.42,108.23,107.81,0.41,1990
16,Indiana Pacers,E,C,42,40,0.512,0.16,112.21,112.06,0.15,-0.18,112.03,112.19,-0.16,1990
17,Cleveland Cavaliers,E,C,42,40,0.512,-0.3,107.52,107.74,-0.22,-0.62,107.06,107.57,-0.51,1990
18,Milwaukee Bucks,E,C,44,38,0.537,-0.78,107.78,108.77,-0.98,-1.06,107.38,108.61,-1.23,1990
19,Golden State Warriors,W,P,37,45,0.451,-3.13,109.91,112.92,-3.01,-2.55,110.39,112.84,-2.45,1990
20,Washington Bullets,E,A,31,51,0.37799999999999995,-2.16,107.86,110.18,-2.32,-2.43,107.6,110.17,-2.56,1990
21,Los Angeles Clippers,W,P,30,52,0.366,-3.39,104.51,107.91,-3.4,-2.8,104.76,107.59,-2.83,1990
22,Minnesota Timberwolves,W,M,22,60,0.268,-4.23,104.49,109.14,-4.65,-3.6,104.9,108.92,-4.02,1990
23,Sacramento Kings,W,P,23,59,0.28,-5.06,105.45,110.66,-5.21,-4.42,105.82,110.39,-4.57,1990
24,Charlotte Hornets,W,M,19,63,0.23199999999999998,-7.82,102.44,110.26,-7.82,-7.01,102.95,109.98,-7.03,1990
25,New Jersey Nets,E,A,17,65,0.207,-7.87,101.43,109.29,-7.86,-7.82,101.11,108.91,-7.8,1990
26,Orlando Magic,E,C,18,64,0.22,-8.91,106.31,114.63,-8.32,-8.73,106.26,114.41,-8.15,1990
27,Miami Heat,E,A,18,64,0.22,-9.72,100.05,109.7,-9.64,-9.59,99.75,109.26,-9.51,1990
1,Chicago Bulls,E,C,61,21,0.7440000000000001,9.1,115.16,105.67,9.5,8.57,114.92,105.98,8.94,1991
2,Portland Trail Blazers,W,P,63,19,0.768,8.68,113.26,104.87,8.38,8.47,113.16,104.98,8.18,1991
3,Los Angeles Lakers,W,P,58,24,0.7070000000000001,6.74,112.54,105.59,6.95,6.73,112.49,105.56,6.93,1991
4,Phoenix Suns,W,P,55,27,0.6709999999999999,6.55,112.98,106.53,6.45,6.49,113.04,106.64,6.4,1991
5,Boston Celtics,E,A,56,26,0.6829999999999999,5.82,112.88,107.07,5.8,5.21,112.78,107.59,5.19,1991
6,San Antonio Spurs,W,M,55,27,0.6709999999999999,4.51,108.2,103.95,4.25,4.3,108.02,103.95,4.07,1991
7,Utah Jazz,W,M,54,28,0.659,3.33,109.22,105.78,3.44,3.18,109.12,105.84,3.28,1991
8,Houston Rockets,W,M,52,30,0.634,3.5,107.86,104.38,3.48,3.27,107.64,104.37,3.27,1991
9,Detroit Pistons,E,C,50,32,0.61,3.27,108.74,105.29,3.45,3.07,108.45,105.2,3.24,1991
10,Milwaukee Bucks,E,C,48,34,0.585,2.48,110.35,107.93,2.42,2.32,110.23,107.96,2.27,1991
11,Golden State Warriors,W,P,44,38,0.537,1.63,112.18,110.61,1.57,1.72,112.44,110.79,1.65,1991
12,Seattle SuperSonics,W,P,41,41,0.5,1.23,110.54,109.27,1.27,1.31,110.71,109.37,1.35,1991
13,Atlanta Hawks,E,C,43,39,0.524,0.77,111.25,110.39,0.85,0.72,111.28,110.48,0.8,1991
14,Indiana Pacers,E,C,41,41,0.5,-0.39,112.24,112.66,-0.41,-0.38,112.41,112.81,-0.4,1991
15,New York Knicks,E,A,39,43,0.47600000000000003,-0.23,107.78,108.01,-0.23,-0.44,107.71,108.15,-0.45,1991
16,Philadelphia 76ers,E,A,44,38,0.537,-0.18,108.41,108.73,-0.32,-0.39,108.39,108.93,-0.53,1991
17,Cleveland Cavaliers,E,C,33,49,0.402,-2.46,106.56,109.12,-2.56,-2.33,106.5,108.92,-2.42,1991
18,Los Angeles Clippers,W,P,31,51,0.37799999999999995,-3.45,103.59,106.98,-3.39,-3.16,103.53,106.64,-3.1,1991
19,Orlando Magic,W,M,31,51,0.37799999999999995,-3.98,106.33,110.41,-4.08,-3.79,106.46,110.34,-3.88,1991
20,Minnesota Timberwolves,W,M,29,53,0.354,-3.93,107.34,111.57,-4.24,-3.75,107.52,111.55,-4.02,1991
21,Dallas Mavericks,W,M,28,54,0.341,-4.57,106.0,110.81,-4.82,-4.27,106.19,110.7,-4.5,1991
22,New Jersey Nets,E,A,26,56,0.317,-4.51,103.27,107.88,-4.6,-4.54,103.19,107.82,-4.63,1991
23,Washington Bullets,E,A,30,52,0.366,-4.98,103.55,108.65,-5.1,-4.84,103.52,108.49,-4.97,1991
24,Charlotte Hornets,E,C,26,56,0.317,-5.24,105.38,110.75,-5.37,-4.95,105.41,110.48,-5.07,1991
25,Miami Heat,E,A,24,58,0.293,-5.99,102.55,108.61,-6.07,-5.91,102.51,108.5,-5.99,1991
26,Sacramento Kings,W,P,25,57,0.305,-6.78,102.37,109.65,-7.28,-6.28,102.5,109.25,-6.75,1991
27,Denver Nuggets,W,M,20,62,0.244,-10.91,105.58,114.94,-9.36,-10.32,106.0,114.83,-8.84,1991
1,Chicago Bulls,E,C,67,15,0.8170000000000001,10.44,116.32,105.35,10.97,10.07,116.12,105.52,10.61,1992
2,Portland Trail Blazers,W,P,57,25,0.695,7.27,111.98,104.71,7.27,6.94,111.85,104.94,6.91,1992
3,Utah Jazz,W,M,55,27,0.6709999999999999,6.39,112.68,106.13,6.55,5.7,112.59,106.77,5.82,1992
4,Phoenix Suns,W,P,53,29,0.6459999999999999,5.94,112.51,106.7,5.82,5.69,112.5,106.96,5.54,1992
5,Cleveland Cavaliers,E,C,57,25,0.695,5.45,114.32,108.71,5.61,5.34,114.26,108.73,5.53,1992
6,New York Knicks,E,A,51,31,0.622,3.89,108.85,104.88,3.97,3.67,108.56,104.79,3.77,1992
7,Boston Celtics,E,A,51,31,0.622,3.62,111.31,107.5,3.81,3.42,111.19,107.57,3.62,1992
8,Golden State Warriors,W,P,55,27,0.6709999999999999,3.9,114.0,110.44,3.56,3.77,114.22,110.81,3.41,1992
9,San Antonio Spurs,W,M,47,35,0.573,3.32,108.01,104.59,3.42,2.81,107.75,104.88,2.87,1992
10,Detroit Pistons,E,C,48,34,0.585,2.05,108.03,105.94,2.08,2.06,107.81,105.68,2.13,1992
11,Indiana Pacers,E,C,40,42,0.488,1.89,112.37,110.42,1.95,1.85,112.35,110.4,1.95,1992
12,Seattle SuperSonics,W,P,47,35,0.573,1.88,111.37,109.39,1.98,1.86,111.52,109.59,1.93,1992
13,Los Angeles Clippers,W,P,45,37,0.5489999999999999,1.07,106.3,105.22,1.08,1.1,106.18,105.1,1.08,1992
14,Los Angeles Lakers,W,P,43,39,0.524,-1.1,108.38,109.53,-1.15,-0.95,108.52,109.55,-1.02,1992
15,Atlanta Hawks,E,C,38,44,0.46299999999999997,-1.5,107.78,109.27,-1.49,-1.15,107.8,108.9,-1.1,1992
16,New Jersey Nets,E,A,40,42,0.488,-1.7,107.51,109.09,-1.58,-1.54,107.52,108.92,-1.4,1992
17,Philadelphia 76ers,E,A,35,47,0.42700000000000005,-1.27,108.92,110.36,-1.44,-1.34,108.89,110.37,-1.48,1992
18,Milwaukee Bucks,E,C,31,51,0.37799999999999995,-1.72,109.58,111.37,-1.8,-1.46,109.68,111.17,-1.49,1992
19,Houston Rockets,W,M,42,40,0.512,-1.72,106.75,108.66,-1.91,-1.94,106.75,108.91,-2.16,1992
20,Charlotte Hornets,E,C,31,51,0.37799999999999995,-3.9,107.75,111.38,-3.63,-3.57,107.8,111.08,-3.28,1992
21,Miami Heat,E,A,38,44,0.46299999999999997,-4.21,107.36,111.64,-4.27,-3.94,107.49,111.46,-3.97,1992
22,Washington Bullets,E,A,25,57,0.305,-4.46,104.3,108.98,-4.68,-4.35,104.17,108.7,-4.53,1992
23,Sacramento Kings,W,P,29,53,0.354,-6.06,104.52,110.33,-5.81,-5.62,104.7,110.12,-5.42,1992
24,Orlando Magic,E,A,21,61,0.256,-6.91,103.96,111.04,-7.08,-6.52,104.05,110.7,-6.65,1992
25,Minnesota Timberwolves,W,M,15,67,0.183,-7.05,105.72,113.03,-7.3,-6.85,106.07,113.19,-7.12,1992
26,Denver Nuggets,W,M,24,58,0.293,-7.87,101.28,109.14,-7.86,-7.58,101.34,108.95,-7.61,1992
27,Dallas Mavericks,W,M,22,60,0.268,-7.65,103.48,111.57,-8.09,-7.46,103.68,111.6,-7.92,1992
1,Seattle SuperSonics,W,P,55,27,0.6709999999999999,7.07,112.89,105.72,7.17,6.66,112.71,105.98,6.73,1993
2,Chicago Bulls,E,C,57,25,0.695,6.29,113.65,107.03,6.62,6.19,113.58,107.07,6.51,1993
3,Cleveland Cavaliers,E,C,54,28,0.659,6.45,113.29,106.68,6.6,6.3,113.22,106.75,6.46,1993
4,Phoenix Suns,W,P,62,20,0.7559999999999999,6.66,113.96,107.39,6.58,6.27,113.89,107.72,6.17,1993
5,New York Knicks,E,A,60,22,0.732,6.16,106.75,100.33,6.42,5.87,106.32,100.19,6.13,1993
